Country	Year	IT										
PAK	1999	0										
PAK	2000	0										
PAK	2001	0										
PAK	2002	0										
PAK	2003	0										
PAK	2004	0										
PAK	2005	0										
PAK	2006	0										
PAK	2007	0										
PAK	2008	0										
PAK	2009	0										
PAK	2010	0										
PAK	2011	0										
PAK	2012	0										
MYS	1985	0										
MYS	1986	0										
MYS	1987	0										
MYS	1988	0										
MYS	1989	0										
MYS	1990	0										
MYS	1991	0										
MYS	1992	0										
MYS	1993	0										
MYS	1994	0										
MYS	1995	0										
MYS	1996	0										
MYS	1997	0										
MYS	1998	0										
MYS	1999	0										
MYS	2000	0										
MYS	2001	0										
MYS	2002	0										
MYS	2003	0										
MYS	2004	0										
MYS	2005	0										
MYS	2006	0										
MYS	2007	0										
MYS	2008	0										
MYS	2009	0										
MYS	2010	0										
MYS	2011	0										
MYS	2012	0										
SGP	1985	0										
SGP	1986	0										
SGP	1987	0										
SGP	1988	0										
SGP	1989	0										
SGP	1990	0										
SGP	1991	0										
SGP	1992	0										
SGP	1993	0										
SGP	1994	0										
SGP	1995	0										
SGP	1996	0										
SGP	1997	0										
SGP	1998	0										
SGP	1999	0										
SGP	2000	0										
SGP	2001	0										
SGP	2002	0										
SGP	2003	0										
SGP	2004	0										
SGP	2005	0										
SGP	2006	0										
SGP	2007	0										
SGP	2008	0										
SGP	2009	0										
SGP	2010	0										
SGP	2011	0										
SGP	2012	0										
BGR	1985	0										
BGR	1986	0										
BGR	1987	0										
BGR	1988	0										
BGR	1989	0										
BGR	1990	0										
BGR	1991	0										
BGR	1992	0										
BGR	1993	0										
BGR	1994	0										
BGR	1995	0										
BGR	1996	0										
BGR	1997	0										
BGR	1998	0										
BGR	1999	0										
BGR	2000	0										
BGR	2001	0										
BGR	2002	0										
BGR	2003	0										
BGR	2004	0										
BGR	2005	0										
BGR	2006	0										
BGR	2007	0										
BGR	2008	0										
BGR	2009	0										
BGR	2010	0										
BGR	2011	0										
BGR	2012	0										
LTU	1985	0										
LTU	1986	0										
LTU	1987	0										
LTU	1988	0										
LTU	1989	0										
LTU	1990	0										
LTU	1991	0										
LTU	1992	0										
LTU	1993	0										
LTU	1994	0										
LTU	1995	0										
LTU	1996	0										
LTU	1997	0										
LTU	1998	0										
LTU	1999	0										
LTU	2000	0										
LTU	2001	0										
LTU	2002	0										
LTU	2003	0										
LTU	2004	0										
LTU	2005	0										
LTU	2006	0										
LTU	2007	0										
LTU	2008	0										
LTU	2009	0										
LTU	2010	0										
LTU	2011	0										
LTU	2012	0										
LVA	1985	0										
LVA	1986	0										
LVA	1987	0										
LVA	1988	0										
LVA	1989	0										
LVA	1990	0										
LVA	1991	0										
LVA	1992	0										
LVA	1993	0										
LVA	1994	0										
LVA	1995	0										
LVA	1996	0										
LVA	1997	0										
LVA	1998	0										
LVA	1999	0										
LVA	2000	0										
LVA	2001	0										
LVA	2002	0										
LVA	2003	0										
LVA	2004	0										
LVA	2005	0										
LVA	2006	0										
LVA	2007	0										
LVA	2008	0										
LVA	2009	0										
LVA	2010	0										
LVA	2011	0										
LVA	2012	0										
EST	1985	0										
EST	1986	0										
EST	1987	0										
EST	1988	0										
EST	1989	0										
EST	1990	0										
EST	1991	0										
EST	1992	0										
EST	1993	0										
EST	1994	0										
EST	1995	0										
EST	1996	0										
EST	1997	0										
EST	1998	0										
EST	1999	0										
EST	2000	0										
EST	2001	0										
EST	2002	0										
EST	2003	0										
EST	2004	0										
EST	2005	0										
EST	2006	0										
EST	2007	0										
EST	2008	0										
EST	2009	0										
EST	2010	0										
EST	2011	0										
EST	2012	0										
CYP	1985	0										
CYP	1986	0										
CYP	1987	0										
CYP	1988	0										
CYP	1989	0										
CYP	1990	0										
CYP	1991	0										
CYP	1992	0										
CYP	1993	0										
CYP	1994	0										
CYP	1995	0										
CYP	1996	0										
CYP	1997	0										
CYP	1998	0										
CYP	1999	0										
CYP	2000	0										
CYP	2001	0										
CYP	2002	0										
CYP	2003	0										
CYP	2004	0										
CYP	2005	0										
CYP	2006	0										
CYP	2007	0										
CYP	2008	0										
CYP	2009	0										
CYP	2010	0										
CYP	2011	0										
CYP	2012	0										
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
